gameTime,item,gameId,event,summonerName,itemImg
14765,Sentinela Invisível,2677232,PURCHASED_ITEM,JDG knight,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
58804,Sentinela Invisível,2677232,CONSUMED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3340_class_t1_wardingtotem.png
58804,Lente do Oráculo,2677232,PURCHASED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/3364_class_t1_oracleslens.png
102598,Poção de Vida,2677232,CONSUMED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
132955,Poção de Vida,2677232,CONSUMED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
135830,Poção de Vida,2677232,CONSUMED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
157701,Poção de Vida,2677232,CONSUMED_ITEM,BLG XUN,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
167305,Poção de Vida,2677232,CONSUMED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
175878,Poção de Vida,2677232,CONSUMED_ITEM,BLG Elk,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
180206,Poção de Vida,2677232,CONSUMED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
181039,Pulverizador de Tropas,2677232,CONSUMED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2403_minion_dematerializer.png
191381,Pulverizador de Tropas,2677232,CONSUMED_ITEM,BLG ON,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2403_minion_dematerializer.png
192887,Pulverizador de Tropas,2677232,CONSUMED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2403_minion_dematerializer.png
194156,Pulverizador de Tropas,2677232,CONSUMED_ITEM,JDG MISSING,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2403_minion_dematerializer.png
210754,Poção de Vida,2677232,CONSUMED_ITEM,JDG Kanavi,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
211883,Poção de Vida,2677232,CONSUMED_ITEM,JDG Ruler,https://raw.communitydragon.org/latest/game/assets/items/icons2d/2003_class_t1_healthpotion.png
213515,Anel de Doran,2677232,PURCHASED_ITEM,BLG Yagao,https://raw.communitydragon.org/latest/game/assets/items/icons2d/1056_mage_t1_doransring.png
